child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes
LOUISETTE,RIESLING WEISS,Parent 1,SSR,SSR,20,32.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
LOUISETTE,PRÉCOCE DE MALINGRE,Parent 2,SSR,SSR,20,32.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
LOUREIRO,AMARAL = CAIÑO LONGO,Parent 1,SSR,SSR,20,33.24,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 17/1
LOUREIRO,ESPADEIRO BRANCO = BRANCO ESCOLA,Parent 2,SSR,SSR,20,33.24,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 17/1
LUCIEN BALTET,GAMAY NOIR,Parent 1,SSR,SSR,20,33.09,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,No information on the original cross. | nSSR: 20/1
LUCIEN BALTET,MUSCAT D'ALEXANDRIE,Parent 2,SSR,SSR,20,33.09,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,No information on the original cross. | nSSR: 20/1
MACABEU,GIBI = HEBÉN,Parent 1,SSR,SSR,20,36.76,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Garcia‐Muñoz 2011 | nSSR: 20/0
MACABEU,F BRUSTIANO FAUX (COLLECTION PARC DE LA TÊTE D'OR),Parent 2,SSR,SSR,20,36.76,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Garcia‐Muñoz 2011 | nSSR: 20/0
MADELEINE ANGEVINE,BLANC D'AMBRE,Parent 1,SSR,SSR,20,36.45,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior publication: IFV 2007; (Vargas 2009) | nSSR: 20/0
MADELEINE ANGEVINE,F MADELEINE ROYALE,Parent 2,SSR,SSR,20,36.45,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior publication: IFV 2007; (Vargas 2009) | nSSR: 20/0
MADELEINE ANGEVINE OBERLIN MADELEINE ANGEVINE,F BOUQUETTRAUBE,Parent 1,SSR,SSR,20,38.83,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior | nSSR: 20/0
MADELEINE CÉLINE,MADELEINE ANGEVINE,Parent 1,SSR,SSR,20,36.72,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: IFV 2007 | nSSR: 20/0
MADELEINE CÉLINE,F PRÉCOCE DE MALINGRE,Parent 2,SSR,SSR,20,36.72,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: IFV 2007 | nSSR: 20/0
MADELEINE DE CLERMONT,MADELEINE ANGEVINE,Parent 1,SSR,SSR,20,41.79,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior publication: IFV 2007 | nSSR: 20/0
MADELEINE DE CLERMONT,F CHASSELAS,Parent 2,SSR,SSR,20,41.79,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior publication: IFV 2007 | nSSR: 20/0
MADELEINE ROYALE,PINOT,Parent 1,SSR,SSR,20,33.18,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior | nSSR: 20/0
MADELEINE ROYALE,FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,33.18,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior | nSSR: 20/0
MADELEINE SÄMLING 18,MADELEINE ANGEVINE,Parent 1,SSR,SSR,20,39.28,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MADELEINE SÄMLING 18,F RIESLING,Parent 2,SSR,SSR,20,39.28,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MADINA,CARDINAL = G 10‐30,Parent 1,SSR,SSR,20,20.54,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. Confirmation of prior publication: Ibañez 2009 | nSSR: 20/1
MADINA,SULTANINE,Parent 2,SSR,SSR,20,20.54,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. Confirmation of prior publication: Ibañez 2009 | nSSR: 20/1
MAGLIOCCO,SUSUMANIELLO,Parent 1,SSR,SSR,20,39.41,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MAGLIOCCO,NERELLO CAPPUCCIO FAUX (REGALBUTO),Parent 2,SSR,SSR,20,39.41,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MAI,CHAOUCH BLANC,Parent 1,SSR,SSR,20,44.0,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MAI,F MADELEINE ANGEVINE OBERLIN,Parent 2,SSR,SSR,20,44.0,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MAI 10 = PLOVDIV II‐6‐30,PERLE DE CSABA,Parent 1,SSR,SSR,20,38.25,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MAI 10 = PLOVDIV II‐6‐30,DATTIER DE BEYROUTH = AFUZ ALI,Parent 2,SSR,SSR,20,38.25,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MAI 3 = PLOVDIV II‐6‐16,PERLE DE CSABA,Parent 1,SSR,SSR,20,35.55,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MAI 3 = PLOVDIV II‐6‐16,DATTIER DE BEYROUTH = AFUZ ALI,Parent 2,SSR,SSR,20,35.55,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MAINGONNAT 27 L1,MAYORQUIN = FARANA,Parent 1,SSR,SSR,20,37.54,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MAINGONNAT 27 L1,PANSE PRÉCOCE,Parent 2,SSR,SSR,20,37.54,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MAINGONNAT 3 L 1,BRUSTIANO FAUX (COLLECTION PARC DE MAYORQUIN = FARANA,Parent 1,SSR,SSR,20,40.85,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MAINGONNAT 3 L 1,LA TÊTE D'OR),Parent 2,SSR,SSR,20,40.85,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MAINGONNAT 36 L 2,MAYORQUIN = FARANA,Parent 1,SSR,SSR,20,26.16,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
MAINGONNAT 36 L 2,CLAIRETTE,Parent 2,SSR,SSR,20,26.16,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
MAINGONNAT 36 L 4,MAYORQUIN = FARANA,Parent 1,SSR,SSR,20,34.97,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MAINGONNAT 36 L 4,UGNI BLANC = TREBBIANO TOSCANO,Parent 2,SSR,SSR,20,34.97,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MAINGONNAT 7 L 1,BRUSTIANO FAUX (COLLECTION PARC DE MAYORQUIN = FARANA,Parent 1,SSR,SSR,20,32.92,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MAINGONNAT 7 L 1,LA TÊTE D'OR),Parent 2,SSR,SSR,20,32.92,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MAINGONNAT BELDI X UGNI BLANC MAYORQUIN = FARANA,UGNI BLANC = TREBBIANO TOSCANO,Parent 1,SSR,SSR,20,33.9,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MALAGA II (DUMAS),MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,20,59.29,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MALAGA II (DUMAS),MUSCAT D'ALEXANDRIE,Parent 2,SSR,SSR,20,59.29,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MALPÉ,CAHOURS,Parent 1,SSR,SSR,20,32.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MALPÉ,FER,Parent 2,SSR,SSR,20,32.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MALVAR,GIBI = HEBÉN,Parent 1,SSR,SSR,20,40.46,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MALVAR,F TORTOZON,Parent 2,SSR,SSR,20,40.46,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MALVASIA DE COLARES,GIBI = HEBÉN,Parent 1,SSR,SSR,20,34.24,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2007 | nSSR: 20/0
MALVASIA DE COLARES,F AMARAL = CAIÑO LONGO,Parent 2,SSR,SSR,20,34.24,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2007 | nSSR: 20/0
MALVASIA DEL LAZIO,MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,20,37.98,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2007 | nSSR: 20/0
MALVASIA DEL LAZIO,FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,37.98,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2007 | nSSR: 20/0
MALVASIA NERA DI BRINDISI,NEGRO AMARO,Parent 1,SSR,SSR,20,39.6,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Crespan 2008; Cipriani 2010 | nSSR: 19/0
MALVASIA NERA DI BRINDISI,MALVASIA DEL CHIANTI,Parent 2,SSR,SSR,20,39.6,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Crespan 2008; Cipriani 2010 | nSSR: 19/0
MALVASIA RASTEIRO = MANTHEUDO ARINTO DO DÃO,SIRIA = CODEGA,Parent 1,SSR,SSR,20,42.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2007 | nSSR: 20/0
MALVINA,SULTANINE,Parent 1,SSR,SSR,20,35.99,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MALVINA,ARAMON NOIR,Parent 2,SSR,SSR,20,35.99,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MALVOISIE DE MADERA (COLLECTION BLACK MOROCCO,F YAPINCAK,Parent 1,SSR,SSR,20,41.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
MALVOISIE DE MADERA (COLLECTION BLACK MOROCCO,OBERLIN),Parent 2,SSR,SSR,20,41.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
MAMELON,CHAPTAL,Parent 1,SSR,SSR,20,33.91,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MAMELON,F CHASSELAS,Parent 2,SSR,SSR,20,33.91,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MANDRÈGUE,BLACK MOROCCO,Parent 1,SSR,SSR,20,27.11,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
MANDRÈGUE,F CORTEZA NERA,Parent 2,SSR,SSR,20,27.11,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
MANHARTTRAUBE BLANC FAUX,CHASSELAS,Parent 1,SSR,SSR,20,19.28,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
MANHARTTRAUBE BLANC FAUX,FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,19.28,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
MANSONNET,RIBIER NOIR,Parent 1,SSR,SSR,20,36.08,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MANSONNET,GREC BLANC DE SEMIS,Parent 2,SSR,SSR,20,36.08,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MANTO NEGRO,SABATÉ,Parent 1,SSR,SSR,20,28.11,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Confirmation of prior publication: Garcia‐Muñoz 2011 | nSSR: 20/1
MANTO NEGRO,CALLET CAS CONCOS,Parent 2,SSR,SSR,20,28.11,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Confirmation of prior publication: Garcia‐Muñoz 2011 | nSSR: 20/1
MANZONI 2‐15,MATHIASZ JANOSNE = MATHIASZ 210 KÖVIDINKA,Parent 1,SSR,SSR,20,41.46,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. Invalidation of prior publication: | nSSR: 20/0
MANZONI 3‐26,DATTIER DE BEYROUTH = AFUZ ALI LIGNAN,Parent 1,SSR,SSR,20,24.62,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 14/1
MANZONI ROSA = MANZONI 1‐50 SAVAGNIN = TRAMINER,UGNI BLANC = TREBBIANO TOSCANO,Parent 1,SSR,SSR,20,33.81,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/0
MARÉCHAL BOSQUET,SCHIRAS DR. HOUDBINE,Parent 1,SSR,SSR,20,39.87,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MARÉCHAL BOSQUET,F CHASSELAS,Parent 2,SSR,SSR,20,39.87,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MAREN,NEGRARA TRENTINA,Parent 1,SSR,SSR,20,33.26,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MAREN,BLANK BLAUER = VULPEA,Parent 2,SSR,SSR,20,33.26,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MARIA PIROVANO = PIROVANO 165 SULTANINE,MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,20,31.73,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. Confirmation of prior publication: | nSSR: 19/1
MARIENSTEINER = WÜRZBURG B 51‐7‐ SYLVANER,MÜLLER‐THURGAU,Parent 1,SSR,SSR,20,26.39,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half validation of breeder's data. | nSSR: 18/1
MARIENSTEINER = WÜRZBURG B 51‐7‐ SYLVANER,3,Parent 2,SSR,SSR,20,26.39,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half validation of breeder's data. | nSSR: 18/1
MARIO MARIANI = PIROVANO 276 MUSCAT DE HAMBOURG,CICLOPICA = PIROVANO 60,Parent 1,SSR,SSR,20,33.38,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MARSANNE DE PAYS,POUGAYEN,Parent 1,SSR,SSR,20,34.53,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MARSANNE DE PAYS,F PLANT DE MAVAULT (GUIRAULT),Parent 2,SSR,SSR,20,34.53,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MARSELAN,CABERNET‐SAUVIGNON,Parent 1,SSR,SSR,20,44.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Di Vecchi Staraz 2005; Lacombe 2010 | nSSR: 20/0
MARSELAN,GRENACHE = GARNACHA,Parent 2,SSR,SSR,20,44.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Di Vecchi Staraz 2005; Lacombe 2010 | nSSR: 20/0
MATHIASZ JANOSNE = MATHIASZ 210 MUSCAT D'ALEXANDRIE,CHASSELAS,Parent 1,SSR,SSR,20,39.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Confirmation of prior | nSSR: 20/0
MATHILDE (COLLECTION TRÈVES) BOUQUETTRAUBE,MADELEINE ROYALE,Parent 1,SSR,SSR,20,36.4,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MATILDE,CARDINAL = G 10‐30,Parent 1,SSR,SSR,20,31.68,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Zulini 2002; Cipriani 2010 | nSSR: 20/0
MATILDE,ITALIA = PIROVANO 65,Parent 2,SSR,SSR,20,31.68,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Zulini 2002; Cipriani 2010 | nSSR: 20/0
MELBENTO,TAMAREZ,Parent 1,SSR,SSR,20,30.61,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 17/1
MELBENTO,MUSCAT D'ALEXANDRIE,Parent 2,SSR,SSR,20,30.61,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 17/1
MELON,PINOT,Parent 1,SSR,SSR,20,34.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999; | nSSR: 20/0
MELON,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,34.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999; | nSSR: 20/0
MENNA DI VACCA BIANCA,TRIUMPH TRAUBE,Parent 1,SSR,SSR,20,31.81,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MENNA DI VACCA BIANCA,FOSTER'S WHITE SEEDLING,Parent 2,SSR,SSR,20,31.81,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MERLINOT,PLANT DE CHAUDEFONDS 53 GOUAIS BLANC = HEUNISCH WEISS (FARDEAU),Parent 1,SSR,SSR,20,23.42,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/1
MERLOT NOIR,MAGDELEINE NOIRE DES CHARENTES CABERNET FRANC,Parent 1,SSR,SSR,20,50.14,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Boursiquot 2009 | nSSR: 20/0
MERLOT BLANC,FOLLE BLANCHE,Parent 1,SSR,SSR,20,45.13,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: IFV 2007; Boursiquot 2009 | nSSR: 20/0
MERLOT BLANC,MERLOT NOIR,Parent 2,SSR,SSR,20,45.13,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: IFV 2007; Boursiquot 2009 | nSSR: 20/0
MERSEGUERA,GIBI = HEBÉN,Parent 1,SSR,SSR,20,38.63,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2010 | nSSR: 20/0
MERSEGUERA,F TORTOZON,Parent 2,SSR,SSR,20,38.63,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2010 | nSSR: 20/0
MESLIER NOIR,GAMAY NOIR,Parent 1,SSR,SSR,20,38.43,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MESLIER NOIR,PETIT MESLIER,Parent 2,SSR,SSR,20,38.43,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MESLIER SAINT‐FRANÇOIS,GOUAIS BLANC = HEUNISCH WEISS CHENIN,Parent 1,SSR,SSR,20,29.58,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 | nSSR: 20/0
MÉTIS CLERC,PINOT,Parent 1,SSR,SSR,20,37.71,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MÉTIS CLERC,POULSARD,Parent 2,SSR,SSR,20,37.71,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MEZI,PINOT,Parent 1,SSR,SSR,20,28.93,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Boursiquot 2004; Di Vecchi | nSSR: 20/0
MEZI,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,28.93,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Boursiquot 2004; Di Vecchi | nSSR: 20/0
MICHELE PALIERI = PALIERI 5,ALPHONSE LAVALLÉE,Parent 1,SSR,SSR,20,39.03,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Ibañez 2009 (mislabeled ?); Cipriani 2010 (synonym) | nSSR: 20/0
MICHELE PALIERI = PALIERI 5,MOLINERA GORDA,Parent 2,SSR,SSR,20,39.03,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Ibañez 2009 (mislabeled ?); Cipriani 2010 (synonym) | nSSR: 20/0
MIKVEH 17,BALOUTI,Parent 1,SSR,SSR,20,47.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MIKVEH 17,MUSCAT DE HAMBOURG,Parent 2,SSR,SSR,20,47.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MILGRANET,NÉGRET DU TARN,Parent 1,SSR,SSR,20,33.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
MILGRANET,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,33.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
MILTON,SCHIRAS DR. HOUDBINE,Parent 1,SSR,SSR,20,31.9,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MILTON,F CHASSELAS,Parent 2,SSR,SSR,20,31.9,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
MIREILLE,PERLE DE CSABA,Parent 1,SSR,SSR,20,37.52,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MIREILLE,ITALIA = PIROVANO 65,Parent 2,SSR,SSR,20,37.52,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MIRNI,KATTA‐KOURGAN,Parent 1,SSR,SSR,20,43.63,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MIRNI,F POBEDA,Parent 2,SSR,SSR,20,43.63,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MISHUNG = KAKOURDESS BIELY,NOIR DE CRIMÉE FAUX,Parent 1,SSR,SSR,20,41.42,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MISHUNG = KAKOURDESS BIELY,KOKOUR BELY,Parent 2,SSR,SSR,20,41.42,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MISKET TRAKIJSHI,PERLE DE CSABA,Parent 1,SSR,SSR,20,37.8,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MISKET TRAKIJSHI,DIMIAT,Parent 2,SSR,SSR,20,37.8,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
MOLDOVANKA,DARKAIA NOIR,Parent 1,SSR,SSR,20,46.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MOLDOVANKA,F TSITSA KAPREI,Parent 2,SSR,SSR,20,46.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
MOLETTE,GRINGET,Parent 1,SSR,SSR,20,31.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
MOLETTE,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,31.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
MONBADON,FOLLE BLANCHE,Parent 1,SSR,SSR,20,30.99,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MONBADON,UGNI BLANC = TREBBIANO TOSCANO,Parent 2,SSR,SSR,20,30.99,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
MONDEUSE,MONDEUSE BLANCHE,Parent 1,SSR,SSR,20,33.23,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 19/1
MONDEUSE,TRESSOT,Parent 2,SSR,SSR,20,33.23,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 19/1
