child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes,all_dois,vivc_derived_from,vivc_primary_doi,vivc_unloaded_dois
KRSTAC CRNI,BIOKA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-71918-7,,confirmed,KRATOSIJA X BIOKA,10.1038/s41598-020-71918-7,none,10.1038/s41598-020-71918-7,10.1038/s41598-020-71918-7
CALANDRO,DOMINA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2021.60.189-193,,confirmed,DOMINA X REGENT,10.5073/vitis.2021.60.189-193,none,10.5073/vitis.2021.60.189-193,10.5073/vitis.2021.60.189-193
CALANDRO,REGENT,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2021.60.189-193,,confirmed,DOMINA X REGENT,10.5073/vitis.2021.60.189-193,none,10.5073/vitis.2021.60.189-193,10.5073/vitis.2021.60.189-193
EFREMOVSKII VTOROI,COARNA ALBA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,COARNA ALBA X PLAVAI,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
EFREMOVSKII VTOROI,PLAVAI,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,COARNA ALBA X PLAVAI,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
TCHROGHA MUSKATI,MUSCAT OF ALEXANDRIA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MUSCAT OF ALEXANDRIA X PARENT 2 WAS NOT CONFIRMED,,none,,
TCHROGHA MUSKATI,PARENT 2 WAS NOT CONFIRMED,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MUSCAT OF ALEXANDRIA X PARENT 2 WAS NOT CONFIRMED,,none,,
HAYASTAN,ANGUR KALAN,Parent 1,SSR,SSR,,,VIVC passport (via Margaryan 2021),10.3390/biology10121279,,confirmed,ANGUR KALAN X ITALIA,10.20870/oeno-one.2021.55.4.4815; 10.3390/biology10121279,Margaryan 2021,10.20870/oeno-one.2021.55.4.4815,10.20870/oeno-one.2021.55.4.4815
HAYASTAN,ITALIA,Parent 2,SSR,SSR,,,VIVC passport (via Margaryan 2021),10.3390/biology10121279,,confirmed,ANGUR KALAN X ITALIA,10.20870/oeno-one.2021.55.4.4815; 10.3390/biology10121279,Margaryan 2021,10.20870/oeno-one.2021.55.4.4815,10.20870/oeno-one.2021.55.4.4815
MUSKAT YEREVANYAN,SEYANETS S 484,Parent 1,SSR,SSR,,,VIVC passport (via Margaryan 2021),10.3390/biology10121279,,confirmed,SEYANETS S 484 X RIZAMAT,10.3390/biology10121279,Margaryan 2021,10.3390/biology10121279,
MUSKAT YEREVANYAN,RIZAMAT,Parent 2,SSR,SSR,,,VIVC passport (via Margaryan 2021),10.3390/biology10121279,,confirmed,SEYANETS S 484 X RIZAMAT,10.3390/biology10121279,Margaryan 2021,10.3390/biology10121279,
SHIRELI,SHAANI BELYI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SHAANI BELYI X BAYAN SHIREI,,none,,
SHIRELI,BAYAN SHIREI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SHAANI BELYI X BAYAN SHIREI,,none,,
TSULUKIDZIS TETRA,BLANK BLAUER,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLANK BLAUER X GOUAIS BLANC,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
TSULUKIDZIS TETRA,GOUAIS BLANC,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLANK BLAUER X GOUAIS BLANC,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
CABERNET JURA,MEDINA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MEDINA X KABERNE SEVERNYI,,none,,
CABERNET JURA,KABERNE SEVERNYI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,MEDINA X KABERNE SEVERNYI,,none,,
CABERTIN,CABERNET SAUVIGNON,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2021.60.189-193,,confirmed,CABERNET SAUVIGNON X REGENT,10.5073/vitis.2021.60.189-193,none,10.5073/vitis.2021.60.189-193,10.5073/vitis.2021.60.189-193
CABERTIN,REGENT,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2021.60.189-193,,confirmed,CABERNET SAUVIGNON X REGENT,10.5073/vitis.2021.60.189-193,none,10.5073/vitis.2021.60.189-193,10.5073/vitis.2021.60.189-193
DUNIA,SEYVE VILLARD 12375,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVE VILLARD 12375 X MAGARACSI CSEMEGE III,,none,,
DUNIA,MAGARACSI CSEMEGE III,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVE VILLARD 12375 X MAGARACSI CSEMEGE III,,none,,
LIDI,SEYVE VILLARD 12375,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVE VILLARD 12375 X MAGARACSI CSEMEGE III,,none,,
LIDI,MAGARACSI CSEMEGE III,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVE VILLARD 12375 X MAGARACSI CSEMEGE III,,none,,
CABERNET BLANC,CABERNET SAUVIGNON,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2021.60.189-193,,confirmed,CABERNET SAUVIGNON X REGENT,10.5073/vitis.2021.60.189-193,none,10.5073/vitis.2021.60.189-193,10.5073/vitis.2021.60.189-193
CABERNET BLANC,REGENT,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2021.60.189-193,,confirmed,CABERNET SAUVIGNON X REGENT,10.5073/vitis.2021.60.189-193,none,10.5073/vitis.2021.60.189-193,10.5073/vitis.2021.60.189-193
LORENA,MALVASIA BIANCA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1371/journal.pone.0240665,,confirmed,MALVASIA BIANCA X SEYVAL,10.1371/journal.pone.0240665,none,10.1371/journal.pone.0240665,10.1371/journal.pone.0240665
LORENA,SEYVAL,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1371/journal.pone.0240665,,confirmed,MALVASIA BIANCA X SEYVAL,10.1371/journal.pone.0240665,none,10.1371/journal.pone.0240665,10.1371/journal.pone.0240665
NEGRET CASTRAIS,MAUZAC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,MAUZAC X MORRASTEL = GRACIANO,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
NEGRET CASTRAIS,MORRASTEL = GRACIANO,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,MAUZAC X MORRASTEL = GRACIANO,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
NEGRET DE BANHARS,FER,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,FER X MANSENG NOIR,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
NEGRET DE BANHARS,MANSENG NOIR,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,FER X MANSENG NOIR,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
JAKOB GERHARDT BLANC,VELTLINER ROT,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,VELTLINER ROT X GEWUERZTRAMINER,,none,,
JAKOB GERHARDT BLANC,GEWUERZTRAMINER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,VELTLINER ROT X GEWUERZTRAMINER,,none,,
NOIRET,NY 65.0467.08,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,NY 65.0467.08 X STEUBEN,,none,,
NOIRET,STEUBEN,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,NY 65.0467.08 X STEUBEN,,none,,
COROT NOIR,SEYVE VILLARD 18-307,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVE VILLARD 18-307 X STEUBEN,,none,,
COROT NOIR,STEUBEN,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVE VILLARD 18-307 X STEUBEN,,none,,
VALVIN MUSCAT,COUDERC 299-35,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,COUDERC 299-35 X MUSCAT OTTONEL,,none,,
VALVIN MUSCAT,MUSCAT OTTONEL,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,COUDERC 299-35 X MUSCAT OTTONEL,,none,,
AROMELLA,TRAMINETTE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,TRAMINETTE X RAVAT 34,,none,,
AROMELLA,RAVAT 34,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,TRAMINETTE X RAVAT 34,,none,,
SOUVIGNIER GRIS,SEYVAL,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVAL X ZAEHRINGER,,none,,
SOUVIGNIER GRIS,ZAEHRINGER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEYVAL X ZAEHRINGER,,none,,
ALVAL,DABOUKI,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DABOUKI X ALPHONSE LAVALLEE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ALVAL,ALPHONSE LAVALLEE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DABOUKI X ALPHONSE LAVALLEE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MUSCAT CENDRE,PINOT,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PINOT X MUSCAT OTTONEL,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MUSCAT CENDRE,MUSCAT OTTONEL,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PINOT X MUSCAT OTTONEL,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
NEW YORK 84.0101.04,NEW YORK 62.0136.01,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,NEW YORK 62.0136.01 X RAVAT 34,,none,,
NEW YORK 84.0101.04,RAVAT 34,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,NEW YORK 62.0136.01 X RAVAT 34,,none,,
NEW YORK 70.0834.06,VIGNOLES,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,VIGNOLES X CAYUGA WHITE,,none,,
NEW YORK 70.0834.06,CAYUGA WHITE,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,VIGNOLES X CAYUGA WHITE,,none,,
NEW YORK 63.0970.07,CHANCELLOR,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,CHANCELLOR X PINOT NOIR,,none,,
NEW YORK 63.0970.07,PINOT NOIR,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,CHANCELLOR X PINOT NOIR,,none,,
MALVASIA VOLCANICA,MALVASIA DI SARDEGNA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Laucou 2018),10.3389/fpls.2020.605934,,confirmed,MALVASIA DI SARDEGNA X MARMAJUELO,10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Laucou 2018,10.1371/journal.pone.0192540,
MALVASIA VOLCANICA,MARMAJUELO,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Laucou 2018),10.3389/fpls.2020.605934,,confirmed,MALVASIA DI SARDEGNA X MARMAJUELO,10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Laucou 2018,10.1371/journal.pone.0192540,
ALMERIA NERA,OHANES,Parent 1,SSR,SSR,,,VIVC passport (via Laucou 2018),10.1371/journal.pone.0192540,,confirmed,OHANES X PRUNESTA,10.1371/journal.pone.0192540,Laucou 2018,10.1371/journal.pone.0192540,
ALMERIA NERA,PRUNESTA,Parent 2,SSR,SSR,,,VIVC passport (via Laucou 2018),10.1371/journal.pone.0192540,,confirmed,OHANES X PRUNESTA,10.1371/journal.pone.0192540,Laucou 2018,10.1371/journal.pone.0192540,
IMPERIAL ROJA,OHANES,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,OHANES X RAGOL,,none,,
IMPERIAL ROJA,RAGOL,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,OHANES X RAGOL,,none,,
BUBBIERASCO,NEBBIOLO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-72799-6,,confirmed,NEBBIOLO X BIANCHETTO DI SALUZZO,10.1038/s41598-020-72799-6,none,10.1038/s41598-020-72799-6,10.1038/s41598-020-72799-6
BUBBIERASCO,BIANCHETTO DI SALUZZO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1038/s41598-020-72799-6,,confirmed,NEBBIOLO X BIANCHETTO DI SALUZZO,10.1038/s41598-020-72799-6,none,10.1038/s41598-020-72799-6,10.1038/s41598-020-72799-6
PIROVANO 166 A,DELIZIA DI VAPRIO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DELIZIA DI VAPRIO X BLACK MONUCCA,,none,,
PIROVANO 166 A,BLACK MONUCCA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,DELIZIA DI VAPRIO X BLACK MONUCCA,,none,,
NORIA,EZERJO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,EZERJO X SAVAGNIN =TRAMINER,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
NORIA,SAVAGNIN =TRAMINER,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,EZERJO X SAVAGNIN =TRAMINER,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
CABERNET COLONJES,CABERNET SAUVIGNON,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2021.60.189-193,,confirmed,CABERNET SAUVIGNON X REGENT,10.5073/vitis.2021.60.189-193,none,10.5073/vitis.2021.60.189-193,10.5073/vitis.2021.60.189-193
CABERNET COLONJES,REGENT,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.5073/vitis.2021.60.189-193,,confirmed,CABERNET SAUVIGNON X REGENT,10.5073/vitis.2021.60.189-193,none,10.5073/vitis.2021.60.189-193,10.5073/vitis.2021.60.189-193
CALARDIS BLANC,CALARDIS MUSQUE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,CALARDIS MUSQUE X SEYVE VILLARD 39- 639,,none,,
CALARDIS BLANC,SEYVE VILLARD 39- 639,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,CALARDIS MUSQUE X SEYVE VILLARD 39- 639,,none,,
VINYATER,HEBIEN,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,HEBEN X ALBILLO MAYOR,,none,,
VINYATER,ALBILLO MAYOR,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,HEBEN X ALBILLO MAYOR,,none,,
TINTO DE NAVALCARNERO,CASTELLANA BLANCA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s10722-013-0064-3,,confirmed,CASTELLANA BLANCA X TINTO FRAGOSO,10.1007/s10722-013-0064-3,none,10.1007/s10722-013-0064-3,10.1007/s10722-013-0064-3
TINTO DE NAVALCARNERO,TINTO FRAGOSO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s10722-013-0064-3,,confirmed,CASTELLANA BLANCA X TINTO FRAGOSO,10.1007/s10722-013-0064-3,none,10.1007/s10722-013-0064-3,10.1007/s10722-013-0064-3
KORINKA RUSSKAYA,SEVERNYI,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.18699/VJGB-23-18,,confirmed,SEVERNYI X KISHMISH CHERNYI,10.18699/VJGB-23-18,none,10.18699/VJGB-23-18,10.18699/VJGB-23-18
KORINKA RUSSKAYA,KISHMISH CHERNYI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.18699/VJGB-23-18,,confirmed,SEVERNYI X KISHMISH CHERNYI,10.18699/VJGB-23-18,none,10.18699/VJGB-23-18,10.18699/VJGB-23-18
MANZONI MOSCATO,RABOSO VERONESE,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,RABOSO VERONESE X MOSCATO D'AMBURGO,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
MANZONI MOSCATO,MOSCATO D'AMBURGO,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,RABOSO VERONESE X MOSCATO D'AMBURGO,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
AGLIANICO GRANA GROSSA,SANGIOVESE,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,SANGIOVESE X GUARDAVALLE,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
AGLIANICO GRANA GROSSA,GUARDAVALLE,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,SANGIOVESE X GUARDAVALLE,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
MALVASIA NERA DI BOLZANO,PERERA,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,PERERA X SCHIAVA GENTILE,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
MALVASIA NERA DI BOLZANO,SCHIAVA GENTILE,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,PERERA X SCHIAVA GENTILE,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
MARCHIONE,RAGUSANO,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010; Lacombe & Emanuelli 2020),10.3389/fpls.2020.605934,,confirmed,RAGUSANO X MONTONICO BIANCO,10.1007/s00122-010-1411-9; 10.3389/fpls.2020.605934,Cipriani 2010; Lacombe & Emanuelli 2020,10.1007/s00122-010-1411-9,
MARCHIONE,MONTONICO BIANCO,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010; Lacombe & Emanuelli 2020),10.3389/fpls.2020.605934,,confirmed,RAGUSANO X MONTONICO BIANCO,10.1007/s00122-010-1411-9; 10.3389/fpls.2020.605934,Cipriani 2010; Lacombe & Emanuelli 2020,10.1007/s00122-010-1411-9,
MOSCATO DI SPAGNA,DURAGUZA,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,DURAGUZA X SCACCO,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
MOSCATO DI SPAGNA,SCACCO,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,DURAGUZA X SCACCO,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
GRILLONE,FORTANA,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,FORTANA X UVA ACETO,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
GRILLONE,UVA ACETO,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,FORTANA X UVA ACETO,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
SALVATICO,CASENTINO,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,CASENTINO X LUGLIOLA ROSSA,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
SALVATICO,LUGLIOLA ROSSA,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,CASENTINO X LUGLIOLA ROSSA,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
FRESNO 1613- 59,COUDERC 1613,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s00122-019-03320-5,,confirmed,COUDERC 1613 X COUDERC 3306,10.1007/s00122-019-03320-5,none,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
FRESNO 1613- 59,COUDERC 3306,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s00122-019-03320-5,,confirmed,COUDERC 1613 X COUDERC 3306,10.1007/s00122-019-03320-5,none,10.1007/s00122-019-03320-5,10.1007/s00122-019-03320-5
GARAI,MGUERGUEB,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s11295-014-0746-9,,confirmed,MGUERGUEB X BEZOUL EL KHADEM DE TUNISIE,10.1007/s11295-014-0746-9,none,10.1007/s11295-014-0746-9,10.1007/s11295-014-0746-9
GARAI,BEZOUL EL KHADEM DE TUNISIE,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s11295-014-0746-9,,confirmed,MGUERGUEB X BEZOUL EL KHADEM DE TUNISIE,10.1007/s11295-014-0746-9,none,10.1007/s11295-014-0746-9,10.1007/s11295-014-0746-9
MARSAOUI,PLANTA FINA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s11295-014-0746-9,,confirmed,PLANTA FINA X HEPTAKILO,10.1007/s11295-014-0746-9,none,10.1007/s11295-014-0746-9,10.1007/s11295-014-0746-9
MARSAOUI,HEPTAKILO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s11295-014-0746-9,,confirmed,PLANTA FINA X HEPTAKILO,10.1007/s11295-014-0746-9,none,10.1007/s11295-014-0746-9,10.1007/s11295-014-0746-9
CATARRATTO BIANCO FAUX,SANGIOVESE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,SANGIOVESE X CATARRATTO BIANCO,10.1007/s00122-012-1988-2; 10.21273/JASHS.132.4.514,Lacombe 2013,10.1007/s00122-012-1988-2,10.21273/JASHS.132.4.514
CATARRATTO BIANCO FAUX,CATARRATTO BIANCO,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,SANGIOVESE X CATARRATTO BIANCO,10.1007/s00122-012-1988-2; 10.21273/JASHS.132.4.514,Lacombe 2013,10.1007/s00122-012-1988-2,10.21273/JASHS.132.4.514
CALABRESE FAUX,GARGANEGA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.21273/JASHS.132.4.514,,confirmed,GARGANEGA X MAMMOLO,10.21273/JASHS.132.4.514,none,10.21273/JASHS.132.4.514,10.21273/JASHS.132.4.514
CALABRESE FAUX,MAMMOLO,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.21273/JASHS.132.4.514,,confirmed,GARGANEGA X MAMMOLO,10.21273/JASHS.132.4.514,none,10.21273/JASHS.132.4.514,10.21273/JASHS.132.4.514
ROUSSETTE GROSSE,ALTESSE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ALTESSE X HEUNISCH WEISS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ROUSSETTE GROSSE,GOUAIS BLANC,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ALTESSE X HEUNISCH WEISS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MALVASIA,GIBI,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GIBI X AMARAL,10.1007/s00122-012-1988-2; 10.3389/fpls.2020.00127; 10.5073/vitis.2015.54.special-issue.81-86,Cunha 2020; Lacombe 2013,10.1007/s00122-012-1988-2,10.5073/vitis.2015.54.special-issue.81-86
MALVASIA,AMARAL,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020; Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GIBI X AMARAL,10.1007/s00122-012-1988-2; 10.3389/fpls.2020.00127; 10.5073/vitis.2015.54.special-issue.81-86,Cunha 2020; Lacombe 2013,10.1007/s00122-012-1988-2,10.5073/vitis.2015.54.special-issue.81-86
GALOTTA,ANCELLOTTA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,ANCELLOTTA X GAMAY,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
GALOTTA,GAMAY,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,ANCELLOTTA X GAMAY,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
PLANT DE BRUNEL,GRENACHE = GARNACHA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GRENACHE = GARNACHA X JURANCON NOIR,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
